fold,n_train,n_test,cnn_time,cnn_acc,cnn_f1,fair_time,fair_acc,fair_f1,qnn_time,qnn_acc,qnn_f1,majority_baseline,random_baseline,class_a,class_b,repeat
2,200,233,1.8531908988952637,0.8454935622317596,0.8286764705882353,0.6395697593688965,0.6394849785407726,0.3900523560209424,108.53642892837524,0.6394849785407726,0.3900523560209424,0.6394849785407726,0.5,keratella_quadrata,rotifers,0
3,200,233,1.991882562637329,0.871244635193133,0.8514788373278939,0.6248960494995117,0.6008583690987125,0.41220670012206695,108.72418975830078,0.6394849785407726,0.3900523560209424,0.6394849785407726,0.5,keratella_quadrata,rotifers,0
4,200,232,1.5049500465393066,0.8189655172413793,0.8008339465293108,0.6250870227813721,0.6379310344827587,0.38947368421052636,108.74853181838989,0.6379310344827587,0.38947368421052636,0.6379310344827587,0.5,keratella_quadrata,rotifers,0
0,200,275,1.3955724239349365,0.9672727272727273,0.9601891618008975,0.6055645942687988,0.6945454545454546,0.40987124463519314,108.39559531211853,0.6981818181818182,0.422517394054396,0.6945454545454546,0.5,keratella_quadrata,uroglena,0
1,200,275,2.0021026134490967,0.9854545454545455,0.9828596360009972,0.6334702968597412,0.6945454545454546,0.40987124463519314,108.62437343597412,0.6945454545454546,0.40987124463519314,0.6945454545454546,0.5,keratella_quadrata,uroglena,0
2,200,275,1.4946198463439941,0.9745454545454545,0.9701035891223656,0.6081650257110596,0.6945454545454546,0.40987124463519314,108.87512755393982,0.6945454545454546,0.40987124463519314,0.6945454545454546,0.5,keratella_quadrata,uroglena,0
3,200,274,1.9182169437408447,0.9817518248175182,0.9784682603297343,0.6275081634521484,0.7007299270072993,0.4449604743083003,108.54318165779114,0.8175182481751825,0.7332554517133956,0.6934306569343066,0.5,keratella_quadrata,uroglena,0
4,200,274,1.4042716026306152,0.9708029197080292,0.9646907216494846,0.6090810298919678,0.6934306569343066,0.40948275862068967,108.75210881233215,0.6934306569343066,0.40948275862068967,0.6934306569343066,0.5,keratella_quadrata,uroglena,0
0,200,126,2.0048859119415283,0.9047619047619048,0.8901162790697674,0.6294012069702148,0.6984126984126984,0.4768356643356644,108.61283421516418,0.6746031746031746,0.4028436018957346,0.6746031746031746,0.5,leptodora,paradileptus,0
1,200,126,1.9064130783081055,0.9126984126984127,0.8971428571428571,0.6061289310455322,0.6746031746031746,0.4028436018957346,108.91382145881653,0.6746031746031746,0.4028436018957346,0.6746031746031746,0.5,leptodora,paradileptus,0
2,200,125,1.0749716758728027,0.864,0.8466921578529687,0.6423068046569824,0.832,0.7934534581792431,108.58544778823853,0.672,0.4019138755980861,0.672,0.5,leptodora,paradileptus,0
3,200,125,1.9875402450561523,0.92,0.9040233415233414,0.6076421737670898,0.776,0.705981182795699,108.79803538322449,0.68,0.40476190476190477,0.68,0.5,leptodora,paradileptus,0
4,200,125,1.97414231300354,0.944,0.9333333333333333,0.8734710216522217,0.68,0.40476190476190477,108.4608986377716,0.68,0.40476190476190477,0.68,0.5,leptodora,paradileptus,0
0,200,575,2.0038673877716064,0.8539130434782609,0.8538595599448116,0.6361980438232422,0.6417391304347826,0.6344857805865508,108.72218799591064,0.5339130434782609,0.3643158867401492,0.5252173913043479,0.5,maybe_cyano,nauplius,0
